variable_1,variable_2,variable_3,variable_4,variable_5,variable_6,variable_7,variable_8,variable_9,variable_10
8.344960868831388,4.715572354149507,6.428699939656818,5.255314101171275,6.409827219713637,5.798242857168056,3.1418381228404835,6.934148062945228,3.7126909941410684,3.0488033381085233
-5.502146444981929,-5.035374781718705,-5.768498655287993,-5.440576374684609,-5.452098785257444,-4.647986576050238,-4.400469857635271,-4.0811645729080555,-4.336583209097831,-5.086406962175821
6.239869202635462,7.277776538585966,7.645179904790512,1.8489806099630113,6.435968606283628,5.371812901502574,6.773857750358915,6.467779009757012,4.140253358448841,3.5233309003606332
-5.056919297656861,-5.580651678656813,-4.721012681697454,-5.598207490145103,-4.361948865964081,-5.271425332739138,-5.383804113061255,-6.0190107593383555,-5.418709044239916,-4.096153631898234
5.597015491772608,4.666455502923893,6.113043933353468,1.391358986122139,6.113809781417671,6.160971752508683,7.710515255231879,2.923000808021806,5.282002192951039,4.713572985988699
4.785085082557821,6.192882821898776,4.891891286658161,3.8863639914725088,6.838480915271266,1.6919178396677426,4.204043565234492,5.2523215661936735,3.5467307865140802,5.464481034858445
-5.265247101563241,-4.3496415439258245,-5.847640624381266,-5.18783452131572,-4.825798771807037,-5.809250081088658,-5.096050485700864,-4.9645762017419575,-3.7821357473950297,-4.5141594012124475
2.880538439116942,5.76114545870317,1.7545016584943256,5.462784124461238,5.282170280027372,4.621433046973741,2.9546839843180535,3.712203582270584,3.7901588382480074,3.238814556214243
7.494845350696219,6.388799294132749,5.688673919277337,4.381481827565204,3.0654029771859554,5.885388511830553,4.5619090819285475,7.996439435575744,4.243170539979807,5.420117749680799
4.843926783996531,6.321837419680897,4.86744031290138,5.401506340041168,8.18528963447026,7.095273631447101,4.350759097084384,5.56245308705469,5.741668164592684,6.14208675124416
-0.06824160532463124,1.7133427216493666,-0.7447548220484399,-0.8264385386590144,-0.0984525244254323,-0.6634782863621074,1.126635922106507,-1.0799315083634233,-1.1474686524111024,-0.43782004474443403
-0.3287276927366078,0.6639650755262219,0.8220763567971378,-0.21321523687182103,-1.245658132865597,-1.1711903354341404,0.5917269751515682,-0.47622443631466943,-1.7126293226824552,0.6129523681830006
-4.668801632981132,-4.555551777142269,-4.727813072465314,-5.363260360898881,-5.343473397297278,-4.8320453182478635,-4.7557523280468,-4.539239678493054,-5.054816749989688,-4.076016457438426
-0.8963697225521802,-1.962732009140752,1.584820527349018,0.6479677910098883,-1.1390081931169653,-1.214401382959259,0.8709617821716196,-0.8779706165358702,1.2961498675278833,0.6164593126261553
5.587953653957677,5.846430693939354,6.18426131960864,5.234262585889995,3.031408795983771,6.599408621940881,5.568290492977166,3.23207505560021,6.138493731241244,5.829470018698412
-1.8523426566950363,-0.7133269903920768,-1.7622288975408782,0.8305173690425973,0.7811672661822455,-0.8756818272205503,0.613981308469426,-0.5764546529569822,-0.04561428277485917,0.3719555515649784
-0.13370155966843916,1.0777438059762627,-1.1268258087567435,-0.7306777528648248,-0.38487980918127546,0.094351589317074,-0.042171451290578935,-0.2868871923899076,-0.0616264020956474,-0.10730527629117469
-5.165414833160666,-4.932644839305665,-5.299097124393805,-5.451807812929958,-4.577574528029331,-5.2992130721921065,-5.198581355219788,-5.098930985574972,-5.628270727908301,-5.219258748635286
-4.980605125413058,-5.059909306717997,-4.58957569868456,-5.503748593571773,-5.333896458543673,-4.97584836466917,-4.912481030631427,-4.895842044001054,-5.959529812745027,-4.511674460468892
-5.18026240442589,-4.964360509817824,-4.510019797633951,-4.668787930919286,-5.890892978936425,-5.542422429136735,-4.724786763736605,-5.208333771706642,-4.19366986772631,-5.102462181471925
-4.733980616815331,-5.525403899545074,-5.26445927229247,-5.989496895860774,-5.046825300131537,-5.276854078621872,-4.921119022724819,-4.8142817748726685,-4.7731796590007525,-4.431893148657774
0.1474344016509719,-0.9774648772458692,0.87938994191337,0.6354245265539955,0.5426107834987963,0.7159388934369917,-2.994612860227619,0.8809375610809715,1.8081318105789754,0.436638474629293
-0.672460447775951,-0.3595531615405413,-0.813146282044454,-1.7262826023316769,0.17742614225375283,-0.4017809362082619,-1.6301983469660446,0.4627822555257742,-0.9072983643832422,0.05194539579613895
-4.5010776220535815,-4.8699596381009975,-4.537467192263839,-4.261962073345811,-5.939626140225716,-5.391264271069496,-5.701102530123343,-5.727642901972423,-5.576167705967502,-4.951725723700091
1.068509399316009,-0.45338580385138766,-0.6878376110286823,-1.2140774030941206,-0.4409226322925914,-0.2803554951845091,-0.3646935443916854,0.15670385527236397,0.5785214977288784,0.349654456993174
-4.704783924505608,-4.790256156210172,-4.280973066243106,-5.104583503953296,-4.929725375956659,-4.577226927621599,-5.078843118724837,-4.604297355354156,-4.71984413252826,-4.688701692804431
-5.108238662990976,-4.320564395025079,-5.387485522328901,-5.298587338351716,-5.7567159578273355,-4.692014074374694,-5.512024374820844,-4.7800106224772625,-5.1469092366767555,-4.3087998193921795
-4.146488329633517,-4.820225161177167,-5.058303380511641,-4.676801533582988,-3.7242300419145793,-5.453828096047091,-5.088891201685715,-6.0978810075329335,-5.999081757664782,-4.783270618774267
0.2134800489101689,-1.2085736537332212,-0.2420198298702195,1.5182611703557054,-0.38464542314251776,-0.4438360931551978,1.0781973037142378,-2.5591846663440965,1.1813786012882859,-0.6319037580051673
6.220906865250987,4.108502042788144,4.916841465681451,6.19484108578785,5.1997698276639275,4.187482476949601,3.7020464547137415,4.8612078126144,6.773153139149517,2.6440181094762925
0.27919649251421025,-0.3770512062727785,0.004174999082500307,-1.4834915533680013,-1.4797956153243483,0.1346872623382376,-0.667723190916164,-0.011555520224301364,0.8394906723176047,-0.17392993030515583
1.1416479454761015,1.274155027515184,-1.6646980393889146,0.4303788847830499,-0.04260192849103662,0.38828881396824266,1.1159765280267424,-0.9205381630914402,-1.620274102422562,1.1061914728510454
1.9050636405600176,-0.014777219659844777,-0.3004787855854223,-0.3550287310553741,-1.8923618933173414,-0.17781314370301254,0.25099811600832395,1.0547579251802828,0.9600477411499279,-0.4164990824366925
3.4678610049806675,4.698628866721172,5.153828158786747,3.5545859237155852,3.8980510520734883,5.370325249741341,4.300757601389746,4.149102291203735,4.374841861845563,5.274203331208134
-3.9630947052812235,-5.775868425286581,-4.710353722211715,-5.765068384901424,-5.4706276916242285,-4.226116886717619,-5.0794433327647495,-5.257062344839864,-5.080378897046745,-4.705712234639525
-5.718166561541946,-5.245260266644227,-4.937586573078225,-4.80441578473745,-4.895026105443332,-5.749544582253271,-4.729350537712663,-5.585538912223364,-4.390635165318178,-4.650442005501462
-1.951804101481602,-0.659891729729498,-1.139802455426774,0.7849575212405001,-0.5543096265713009,-0.4706376581547914,-0.216949569936649,0.4453932508947973,-0.39238899814963674,-3.0461430547999266
1.0156652815421012,0.7010413411650971,-0.417477349885034,-1.0974966547702447,1.7123052213432965,-0.79211502056515,-1.0455245570694658,-1.0848560594614451,1.1173053155366646,-0.5189002044248521
0.23958275985639133,-0.3698011663038032,0.9725357891425369,2.1338682472045374,0.4064154936762062,-0.1931767015498399,0.7557402888945426,-0.53913263675299,-0.7496903447028966,0.0328087476137118
-5.125900093320346,-5.378195557619722,-5.467611576225665,-4.530383554030234,-4.726976257995421,-4.519812701397985,-5.4744278084303035,-5.249061317357423,-5.201349377088078,-4.703977052237521
5.344540181634658,5.202929576209766,8.022964202420068,3.5246078129761442,4.94024018007185,3.9350215959849755,5.37785539355626,6.515076581277723,3.879507888667422,4.659290053019771
-5.10871530246657,-4.50695383676924,-4.840012824995323,-5.019660949272414,-4.242889525661917,-5.936706449103033,-5.428152937641471,-4.6302899513144995,-4.539000806398711,-5.444546847182567
-5.0276218946471625,-4.934678487788776,-4.779654469032599,-3.79127035905863,-5.485700238639526,-5.259558430150975,-5.259427221729669,-4.341094960952825,-4.947900956799712,-4.376813021216142
0.6726367185680938,0.259832495003476,-0.7371851695709141,-0.6783298378739697,-0.08328839569996337,1.602863629377136,0.4655891908949305,-0.8721583977708226,1.1767869623838638,-0.2925942071580907
-5.199996694100802,-6.3291935660900185,-5.5017144816206445,-4.305358107320578,-5.03567587422583,-4.930555947679794,-5.0483811290982334,-4.798442349793672,-4.6859254020805965,-4.7160013719558975
-4.648852091717,-4.350100415779873,-5.10929429925339,-5.177965706028139,-4.5337951124300275,-5.5864857861487165,-4.565050467104807,-4.824234365693706,-4.732630268194936,-4.707831236635063
3.5361185043076926,5.0361952491812785,6.680696224788573,3.3051841559092603,7.384884487095917,6.468095151083755,6.40124543767454,3.7779371086845357,4.623136329232221,4.425747692463683
4.377818506464312,7.634717964545333,5.972060651833018,4.4269428182510415,4.294130430329776,5.280455912319925,3.416703067036726,5.893417929941823,2.9370470750817868,5.934515293941109
-4.915718027592455,-4.978611562735222,-5.677248902020637,-4.736280724363578,-5.40831176540039,-5.316581144418181,-5.008887436384602,-4.231199504403223,-4.207982542150176,-5.753666821391069
3.3523747135077038,6.0345812929407945,7.473872362816476,6.597698961784791,7.413567463829719,5.21452501144184,4.996164357192498,5.791520715794365,4.666068111365854,4.262772470017526
-5.080106285950358,-4.605278074595529,-6.171793576187532,-5.446848033610218,-5.316230435748361,-4.256304880747682,-5.367763642059353,-4.990737227128977,-4.854470567839326,-4.095583691653889
-0.6579260925367952,0.9688826385630508,0.22558166356880352,1.3891453156779274,2.014060154918468,-0.30676577602700456,-0.40630313044506255,-0.8640449911023695,-0.14357951171632055,-0.3820254489503836
7.0020181935030195,7.512099887025264,4.644678524048551,4.466447809802559,1.9512550423250619,4.335747568647525,6.007165808197476,6.62654192092219,5.414702789618449,4.826677840554706
1.0875463154668945,0.7393045331330262,0.6191549216054889,-1.8743134967410682,-0.8998864767434843,0.4820806086722011,-0.05488818475438849,0.522557601998812,-1.2663426769629542,-0.06149476428488614
0.7669904505595512,-1.0260072516257819,-0.45962644226943894,0.003583205954583647,0.3263750897269907,1.483128627973814,-0.050082641464535414,-0.8436156065359265,0.6500419730507697,-0.36416980891575595
3.841102160506259,4.574561821615234,1.5085939359482756,1.332158763831948,3.9262026090147373,6.3250952636841,3.0493402150998756,4.885491373882038,7.145835223369945,3.0148871251641784
1.825195735160675,4.677405461422069,3.3438639360167466,2.0923115681623483,6.352845546302527,7.45322193542239,5.79338937096606,5.623945890674566,5.651124521970968,4.8835880522255755
5.475827067523734,6.5630824453713,7.095504064791816,2.9209523961470194,6.013473994015273,4.686796624413642,5.062418492544734,4.452811134221137,2.926006624674844,5.049071307189974
4.491450686464216,4.948394376205664,5.778903782899178,3.991125353495689,6.760416838627561,2.6116557685210364,4.979526198801334,4.852481764696435,6.2748156123673455,4.257521435141698
